titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 1,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",3.186429023742676,200,3178
Product 2,3,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,$150.00,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/01.jpg']",1.324878454208374,200,1319
Product 3,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.311896562576294,200,1308
Product 4,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.248929738998413,200,1244
Product 5,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.2353577613830566,200,1231
Product 6,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.2395858764648438,200,1235
Product 7,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.2517080307006836,200,1247
Product 8,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.2488086223602295,200,1244
Product 9,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.2500483989715576,200,1245
Product 10,4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin rhoncus arcu turpis, quis sagittis orci dictum non. Etiam id eleifend erat. Donec sit amet nisl id nisi laoreet viverra in ac nibh.",Article number: 123456,,$100.00,"['http://localhost:3000/http://localhost:3000/img/products/01.jpg', 'http://localhost:3000/http://localhost:3000/img/products/02.jpg', 'http://localhost:3000/http://localhost:3000/img/products/03.jpg', 'http://localhost:3000/http://localhost:3000/img/products/04.jpg', 'http://localhost:3000/http://localhost:3000/img/products/05.jpg']",1.236903429031372,200,1231
