titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
,,,,,,,200,24
,,,,,,,200,41
,,,,,,,200,9
,,,,,,,200,17
,,,,,,,200,22
,,,,,,,200,25
,,,,,,,200,28
,,,,,,,200,38
,,,,,,,200,49
,,,,,,,200,76
,,,,,,,200,94
,,,,,,,200,98
,,,,,,,200,108
,,,,,,,200,6
,,,,,,,200,19
,,,,,,,200,22
,,,,,,,200,33
,,,,,,,200,73
,,,,,,,200,12
,,,,,,,200,16
,,,,,,,200,25
,,,,,,,200,19
,,,,,,,200,32
,,,,,,,200,74
,,,,,,,200,79
,,,,,,,200,84
,,,,,,,200,96
,,,,,,,200,133
,,,,,,,200,144
,,,,,,,200,146
,,,,,,,200,7
,,,,,,,200,27
,,,,,,,200,34
,,,,,,,200,38
,,,,,,,200,49
,,,,,,,200,66
,,,,,,,200,73
,,,,,,,200,80
,,,,,,,200,90
,,,,,,,200,95
,,,,,,,200,116
,,,,,,,200,127
,,,,,,,200,136
,,,,,,,200,161
,,,,,,,200,164
,,,,,,,200,174
,,,,,,,200,197
,,,,,,,200,206
,,,,,,,200,210
,,,,,,,200,213
,,,,,,,200,221
,,,,,,,200,262
,,,,,,,200,270
,,,,,,,200,291
,,,,,,,200,295
,,,,,,,200,301
,,,,,,,200,320
,,,,,,,200,327
,,,,,,,200,336
,,,,,,,200,388
,,,,,,,200,391
,,,,,,,200,394
,,,,,,,200,401
,,,,,,,200,406
,,,,,,,200,410
,,,,,,,200,414
,,,,,,,200,432
,,,,,,,200,485
,,,,,,,200,499
,,,,,,,200,502
,,,,,,,200,506
,,,,,,,200,510
,,,,,,,200,520
,,,,,,,200,522
,,,,,,,200,528
