titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 1,4,Lorem ipsum dolor sit amet for Product 1,406558,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1011,200,1006
Product 2,4,Lorem ipsum dolor sit amet for Product 2,140498,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1008,200,1003
Product 3,4,Lorem ipsum dolor sit amet for Product 3,364171,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1026,200,1021
Product 4,4,Lorem ipsum dolor sit amet for Product 4,949962,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1040,200,1035
Product 5,4,Lorem ipsum dolor sit amet for Product 5,829538,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1028,200,1023
Product 6,4,Lorem ipsum dolor sit amet for Product 6,382860,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1014,200,1009
Product 7,4,Lorem ipsum dolor sit amet for Product 7,168256,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1024,200,1020
Product 8,4,Lorem ipsum dolor sit amet for Product 8,376260,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1031,200,1026
Product 9,4,Lorem ipsum dolor sit amet for Product 9,261993,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1083,200,1078
Product 10,4,Lorem ipsum dolor sit amet for Product 10,779439,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1008,200,1004
